primary_genre,all_genres,artist_followers,artist_popularity,track_id,name,artist_names,popularity,album,release_date,mood_label
bollywood,bollywood; sufi; desi; hindi pop; qawwali; bollywood; sufi; hindi pop; desi; bollywood; desi; hindi pop; bollywood; hindi pop; desi,17645541,81,74AqVxZ3oXwJ8olHssBUG3,Ainvayi Ainvayi,"['Salim–Sulaiman', 'Salim Merchant', 'Sunidhi Chauhan', 'Amitabh Bhattacharya']",66,Band Baaja Baaraat,2010-03-11,party
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi; desi pop; gujarati garba; punjabi pop; hindi pop; bollywood; desi,5871651,80,74qF0JeFMVilMEeFDiQZ48,"Mummy Nu Pasand (From ""Jai Mummy Di"")","['Sunanda Sharma', 'Tanishk Bagchi', 'Jaani']",60,"Mummy Nu Pasand (From ""Jai Mummy Di"")",2019-12-17,party
qawwali,qawwali; sufi; bollywood; desi pop; desi; ghazal; bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,75ITpH10KTlnZgvG8pPO36,Dhichkyaaon Doom Doom 1,"['Ali Zafar', 'Shreya Ghoshal']",54,Chashme Baddoor,2013-02-19,romantic
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; hindi hip hop; desi hip hop; punjabi hip hop; punjabi pop,37002271,78,76ZWOhRRQzmb4xMoZzTjJ9,Payal,"['Yo Yo Honey Singh', 'Paradox']",71,Glory,2024-08-26,party
indian indie,indian indie,1529,29,77JADpb4QoY4roz5oxEWX4,Black Magic,['Kanika Malhotra'],40,Black Magic,2025-11-13,old_melody
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop,37002271,78,78BWCd70D1X6LMkDZm1UoF,Millionaire,['Yo Yo Honey Singh'],75,Glory,2024-08-26,party
,,343472,63,7B7pQzkgt7HOQ4LrXvhbFf,My Name Is Lakhan - Jhankar Beats,"['Mohammed Aziz', 'DJ Harshit Shah', 'DJ MHD IND']",28,Jhankar Beats - Anil Kapoor,2022-12-24,romantic
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; gujarati garba; desi,5871651,80,7BjQqiOJio4RdPL33yALKE,"Makhna - From ""Drive""","['Yasser Desai', 'Tanishk Bagchi', 'Asees Kaur']",67,"Makhna (From ""Drive"")",2019-10-03,old_melody
ghazal,ghazal; marathi pop; bangla pop; bollywood; hindi pop; ghazal; hindi pop; ghazal,10812910,72,7C5ni0UvBhAORIMKgcpbf9,Gun Guna Rahe Hai Bhanvare,"['Asha Bhosle', 'Mohammed Rafi', 'S. D. Burman']",55,Aradhana,1969-09-27,sad
bollywood,bollywood; sufi; desi; hindi pop; qawwali; bollywood; desi; hindi pop; hindi hip hop; desi hip hop; bollywood; desi; hindi pop; bollywood; hindi pop; desi,4733933,81,7CDP4uXu6mkBDzaTOx9yTS,Aadat Se Majboor,"['Salim–Sulaiman', 'Benny Dayal', 'Ranveer Singh', 'Amitabh Bhattacharya']",61,Ladies vs Ricky Bahl,2011-11-09,romantic
bollywood,bollywood; hindi pop; desi,11977787,73,7CkbXImQOI6KXuL4iH3FqY,Ek Number,"['Himesh Reshammiya', 'Neeti Mohan']",0,Sanam Teri Kasam (Original Motion Picture Soundtrack),2016-01-07,romantic
,; k-pop,114144399,95,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","['The Weeknd', 'JENNIE', 'Lily-Rose Depp']",92,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,old_melody
bollywood,bollywood; desi; hindi pop; bollywood; desi; desi; bollywood,16471568,80,7DbE178OOsJfJKyiNObOsw,Kukkad,"['Vishal-Shekhar', 'Shahid Mallya', 'Nisha Mascarenhas', ""Marianne D'Cruz Aiman""]",66,Student of the Year (Original Motion Picture Soundtrack),2012-08-31,romantic
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop,6358188,80,7E0A86Yhc0ZyOl6aAPE5wN,"Main Khiladi - From ""Selfiee""","['Tanishk Bagchi', 'Anu Malik', 'Abhijeet']",56,"Main Khiladi (From ""Selfiee"")",2023-02-01,party
indian indie,indian indie,923,35,7FgJrgHRXWYUZuII8qeYRX,Akkad Bakkad,"['Abhishek Dubey', 'SubhoBeatz']",31,Akkad Bakkad,2025-01-24,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,7G5wpuR61ABrT7R1snos7C,Kalank - Title Track,"['Pritam', 'Arijit Singh']",73,Kalank (Original Motion Picture Soundtrack),2019-04-14,old_melody
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; bollywood; desi; bangla pop; hindi pop,61320500,89,7GE3LwWzboPaTN0TlDcPs1,Khwab Dekhe Sexy Lady,"['Pritam', 'Neeraj Shridhar', 'Monali Thakur']",66,Race (Original Motion Picture Soundtrack),2008-03-21,party
bollywood,bollywood; hindi pop; gujarati garba; hindi pop; bollywood; desi; bangla pop,166037253,91,7Imk0IG6S5GA5iYWkjmMW5,"Chahun Main Ya Naa (From ""Aashiqui 2"")","['Palak Muchhal', 'Arijit Singh']",68,Best Of Palak Muchhal,2020-06-09,chill
bhajan,bhajan; devotional; bollywood; desi pop; hindi pop; bollywood; desi; hindi pop; ghazal; bangla pop; hindi pop; bollywood,20631936,80,7KDFmblffwXCVeLnVE66lu,The Jawaani Song (Student Of The Year 2),"['Payal Dev', 'Vishal-Shekhar', 'Kishore Kumar', 'Vishal Dadlani']",51,The Jawaani Song (Student of the Year 2),2019-04-18,party
telugu pop,telugu pop; kannada pop; tamil pop; devotional; tollywood; sandalwood; kollywood; bhajan; marathi pop; devotional; ghazal,22418850,81,7Kj2LWs6e9fed9NQ9rsD1y,Mere Jeevan Saathi,"['S. P. Balasubrahmanyam', 'Anuradha Paudwal']",43,Ek Duuje Ke Liye,1981-05-06,sad
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; ; bollywood; tamil pop; kollywood; hindi pop; desi; tamil dance; bollywood; hindi pop; desi,72209472,82,7KvmhfB69XIb4ojiUhRjir,"Usey Kehna (From ""Tere Ishk Mein"")","['A.R. Rahman', 'Nitesh Aher', 'Jonita Gandhi', 'Irshad Kamil']",69,"Usey Kehna (From ""Tere Ishk Mein"")",2025-11-03,old_melody
,; french house; electronic; electro,114144399,95,7MXVkk9YMctZqd1Srtv4MB,Starboy,"['The Weeknd', 'Daft Punk']",90,Starboy,2016-11-25,old_melody
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; desi; bangla pop; bollywood; desi,30826001,75,7MvQQGqYE4r0ucTarmI2Gr,Saturday Saturday,"['Shaarib Toshi', 'Badshah', 'Indeep Bakshi', 'Akriti Kakar']",57,Saturday Saturday,2014-06-19,romantic
bollywood,bollywood; hindi pop; desi pop; desi; bollywood; desi; bangla pop; hindi pop,2382748,66,7c1Iv5AxpebPJGD5CXl0yJ,"Cham Cham (From ""Baaghi"")","['Meet Bros.', 'Monali Thakur']",45,Best Of Shraddha Kapoor,2017-03-03,romantic
,; bhangra,4443,35,7cExdcX7YvIIgvz3JvqU97,Kaari Akhiyaan,"['Kishore Mondal', 'Salamat Ali Siddique', 'Toofan Singh Gill', 'Piyush Parag']",45,Kaari Akhiyaan,2025-08-29,old_melody
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop,22159235,74,7cQtGVoPCK9DlspeYjdHOA,"Ban Ja Rani (From ""Tumhari Sulu"")",['Guru Randhawa'],61,High Rated Gabru - Guru Randhawa,2019-03-02,romantic
indian indie,indian indie; bollywood; sufi; sufi; qawwali; ; bollywood; hindi pop; desi; ghazal; qawwali,252409,80,7d5TUdbJumBuBoaH33jyfo,"Ishq Jalakar - Karvaan (From ""Dhurandhar"")","['Shashwat Sachdev', 'Shahzad Ali', 'Subhadeep Das Chowdhury', 'Armaan Khan', 'Roshan', 'Irshad Kamil', 'Sahir Ludhianvi']",0,"Ishq Jalakar - Karvaan (From ""Dhurandhar"")",2025-11-25,old_melody
hip hop,hip hop; west coast hip hop; r&b,44990247,90,7dMBU2Kf4vmvwfVLW6yb6P,All The Stars (with SZA),"['Kendrick Lamar', 'SZA']",64,Black Panther The Album Music From And Inspired By,2018-02-08,old_melody
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; sufi; desi,61320500,89,7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"['Pritam', 'Mohit Chauhan', 'Irshad Kamil']",78,Jab We Met,2007-09-21,old_melody
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi; desi pop; bangla pop; bollywood; hindi pop; desi; bollywood; hindi pop; desi; kannada pop; marathi pop; bhajan; devotional,33208103,86,7emLx4rVwr0tPyjktu7A7U,Deewangi Deewangi,"['Vishal-Shekhar', 'Shaan', 'Udit Narayan', 'Shreya Ghoshal', 'Sunidhi Chauhan', 'Rahul Saxena']",61,Om Shanti Om,2007-09-18,romantic
desi pop,desi pop,7903,38,7fGAeQMETtmZTonyuSxaor,Kanta Laga - Remix,"['Pallavi Kelkar', 'R. D. Burmanuj Matthews']",44,G-16 - Genext- Hot Remixes,2004-01-10,romantic
bollywood,bollywood; desi; hindi pop; bollywood; desi; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi,30826001,80,7fllsOe1cV2pTBzdbkgrX7,Baby Ko Bass Pasand Hai,"['Vishal-Shekhar', 'Vishal Dadlani', 'Shalmali Kholgade', 'Isheeta', 'Badshah', 'Irshad Kamil']",51,Sultan,2016-05-31,romantic
gujarati garba,gujarati garba; hindi indie; indian indie; bollywood; hindi pop; bollywood; hindi pop; punjabi pop; desi; desi pop; bollywood; moombahton,5808996,63,7gAyu0od48mkaCw1laPKVC,Naagin,"['Vayu', 'Aastha Gill', 'AKASA', 'Puri']",58,Naagin,2019-10-17,party
punjabi hip hop,punjabi hip hop; punjabi pop; desi; bhangra; desi hip hop,8945148,77,7geJy2YZjqHe1oOjaSyRAE,Without Me,['AP Dhillon'],72,Without Me,2025-09-12,party
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood; bollywood; hindi pop; desi; ,20631936,78,7gebEOAB964t7hFdpNaAlm,Aisa Kabhie Hua Nahin,"['Kishore Kumar', 'R. D. Burman', 'Neeti Mohan', 'Shamir Tandon']",48,Aisa Kabhie Hua Nahin,2025-09-05,old_melody
bollywood,bollywood; hindi pop; desi; bollywood; telugu pop; tollywood; bollywood; bangla pop,3259657,80,7gw6rSstVq9CmuQAaZhWm8,Asalaam-e-Ishqum,"['Sohail Sen', 'Neha Bhasin', 'Bappi Lahiri', 'Irshad Kamil']",57,Gunday,2013-12-26,romantic
hindi pop,hindi pop; indian indie,681221,76,7hDoxkN20lLb06zifzYnD2,"Ishq - From ""Lost;Found""","['Faheem Abdullah', 'Rauhan Malik', 'Amir Ameer']",72,"Ishq (From ""Lost;Found"")",2024-03-09,old_melody
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; hindi pop; bollywood; tamil pop; kollywood; bhajan; hindi pop; bollywood; devotional,72209472,82,7heMX7gyHP0mhTlNgd7Lxd,The Humma Song,"['A.R. Rahman', 'Badshah', 'Tanishk Bagchi', 'Shashaa Tirupati', 'Jubin Nautiyal']",62,OK Jaanu (Original Motion Picture Soundtrack),2017-01-04,romantic
bangla pop,bangla pop,3512,34,7itKnwfqP5sLXmYp3vXWnR,Egiye De (Female) - Dialogue,"['Devin Star Tailes', 'Mimi']",46,Shudhu Tomari Jonyo (Original Motion Picture Soundtrack),2015-09-13,chill
hindi pop,hindi pop; bollywood,7108504,60,7kEN6sh1iHmPgpdiGAl0Dd,Kuch Kuch,['Tony Kakkar'],3,Kuch Kuch,2019-02-04,romantic
ghazal,ghazal; sufi; qawwali; desi; hindi indie; indian indie; desi; indian indie; hindi pop; desi pop; hindi indie,888864,50,7lvDsmTRXFE3dK4OjvRiWB,Pasoori,"['Ali Sethi', 'Shae Gill']",59,Pasoori,2022-02-07,romantic
hindi hip hop,hindi hip hop; desi hip hop; malayalam hip hop,49660,47,7n5QRJlaXL5a3LCjOwsdcs,YEDA YUNG,"['YUNG DSA', 'Year Down']",63,YEDA YUNG,2024-09-16,romantic
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi; desi pop; bangla pop; bollywood; ghazal; bhajan,9278684,70,7nY0GX6LDCPc0aBMTEO1cR,Mungda,"['Jyotica Tangri', 'Shaan', 'Subhro Ganguly', 'Gourov-Roshin', 'Laxmikant–Pyarelal']",53,Total Dhamaal,2019-02-22,romantic
bhangra,bhangra; punjabi pop; punjabi hip hop; desi; bollywood; punjabi pop; punjabi pop; bhangra; desi; punjabi hip hop,36911496,77,7oODxqLHmajTXnGK0hWfj1,Kufar,"['Diljit Dosanjh', 'MixSingh', 'Raj Ranjodh']",76,AURA,2025-10-15,party
hindi pop,hindi pop; bollywood; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,80,7ofWUKeNCUw1P64ArIwG9b,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","['Tony Kakkar', 'Neha Kakkar', 'Tanishk Bagchi']",55,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",2019-11-11,romantic
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,20631936,78,7ofX3S0t8JkDq7ht1BoofL,Zindagi Ke Safar Mein,"['Kishore Kumar', 'R. D. Burman']",51,Aap Ki Kasam,1974-04-17,sad
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop,61320500,89,7pTYN6Gxy3MOibdXmkzc5V,Jhak Maar Ke,"['Pritam', 'Neeraj Shridhar', 'Harshdeep Kaur']",65,Desi Boyz,2011-10-21,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,7qVh3LNM64eMIboZWvDJON,Bojhena Shey Bojhena - Male,['Arijit Singh'],0,Jugalbandi Special,2020-06-13,chill
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; punjabi pop; punjabi hip hop,37002271,78,7qz4tPvG6hm4XeyjtTKNfT,"Vigdiyan Heeran (From ""Honey 3.0"")","['Yo Yo Honey Singh', 'Rony Ajnali', 'Gill Machhrai']",62,Honey 3.0,2024-03-15,party
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; bhajan,20631936,78,7vqowH1ZVSuQx30h7A1ldt,Ruk Jana Nahin- Pt. 1,"['Kishore Kumar', 'Laxmikant–Pyarelal']",32,Imtihan,1974-05-31,sad
,,2787653,0,7w1ON7cDk2mxhFeCzMlgWZ,,[],0,,0000,chill
,,181,0,7xHHHHwAV2j0pCHdy3Dgta,Kabhi Toh Pass Mere Aao,['Jainesh V'],0,Kabhi Toh Pass Mere Aao,2012,chill
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi,9783183,77,7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,"['Vishal Mishra', 'Raj Shekhar']",74,ANIMAL,2023-11-24,old_melody
bollywood,bollywood; hindi pop; desi; kannada pop; marathi pop; tollywood; bollywood; desi; telugu pop; hindi pop; bollywood; desi; hindi pop,33208103,86,7yEuRloGyxyu1KaWBTPP1Z,"Slow Motion (From ""Bharat"")","['Shreya Ghoshal', 'Nakash Aziz', 'Vishal-Shekhar']",49,"Slow Motion (From ""Bharat"")",2019-04-25,romantic
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; gujarati garba; desi,166037253,91,7zn5ecZSwGsLTi1wgxyVzd,Bolna,"['Tanishk Bagchi', 'Arijit Singh', 'Asees Kaur']",65,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),2016-03-04,chill
